product_id,product_name,category,price,quantity_sold,rating,review_count
14008,Perform,Clothing,1289,630,1.9,231
14009,Sing,Electronics,768,663,3.2,254
14010,Remain,Books,6533,77,2.3,98
14011,Box,Sports,5449,271,3.1,456
14012,Executive,Home,8496,687,4.1,266
14013,Store,Toys,6890,254,2.4,50
14014,Girl,Clothing,6933,316,1.0,100
14015,Record,Home,7469,349,4.0,446
14016,Laugh,Clothing,4652,253,4.6,6
14017,Music,Electronics,2859,122,4.1,292
14018,Increase,Electronics,7430,169,1.8,296
14019,Still,Toys,1578,262,2.7,73
14020,Others,Clothing,2180,688,4.9,468
14021,Use,Toys,8061,166,3.9,232
14022,Everyone,Electronics,776,522,1.4,85
14023,Stop,Electronics,1537,177,1.7,91
14024,Another,Home,706,685,2.3,175
14025,Go,Home,4946,210,2.2,321
14026,Building,Books,2703,993,1.6,362
14027,Someone,Sports,7324,399,3.6,395
14028,Election,Clothing,4638,793,2.6,118
14029,Dream,Clothing,634,733,3.8,399
14030,Generation,Sports,6707,405,4.4,265
14031,Study,Home,1745,396,3.7,471
14032,Future,Home,3091,641,3.8,11
14033,Site,Toys,6246,754,4.1,393
14034,Spend,Sports,349,612,4.0,219
14035,Role,Toys,9549,331,3.0,173
14036,Different,Electronics,3232,817,2.3,486
14037,Reality,Home,5014,34,2.7,242
14038,Wide,Sports,3634,333,2.0,126
14039,Value,Electronics,6799,806,3.4,450
14040,Subject,Books,1355,428,3.1,189
14041,Memory,Electronics,6050,40,2.5,233
14042,Together,Home,7693,830,1.6,55
14043,Response,Electronics,6574,537,3.5,466
14044,White,Clothing,6699,368,4.9,202
14045,Financial,Home,8641,894,2.8,488
14046,Enter,Toys,1213,31,4.4,499
14047,Black,Clothing,9147,907,2.6,450
14048,Test,Home,8045,744,1.4,99
14049,Including,Sports,597,798,2.8,358
14050,Matter,Clothing,7386,718,4.6,192
14051,While,Home,4891,733,4.3,366
14052,Establish,Clothing,1017,752,2.4,335
14053,White,Toys,1066,355,2.1,80
14054,Level,Home,3144,147,3.9,365
14055,Majority,Toys,5373,54,1.1,134
14056,Prepare,Books,2827,14,1.5,186
14057,Possible,Books,8640,888,1.3,198
14058,After,Home,951,854,4.4,61
14059,Evidence,Books,4933,102,4.0,338
14060,Almost,Home,1887,299,2.6,181
14061,Artist,Books,5134,817,3.1,134
14062,Discover,Electronics,8999,662,3.1,294
14063,Worry,Home,6015,602,1.8,363
14064,Anyone,Books,59,491,3.1,425
14065,Plan,Books,3544,674,4.0,275
14066,Safe,Clothing,8330,765,1.8,176
14067,Good,Books,5370,117,3.8,391
14068,Six,Books,7417,352,4.5,113
14069,Television,Home,4643,938,2.2,188
14070,Positive,Home,3918,565,2.6,266
14071,Yeah,Books,7898,248,2.9,203
14072,Able,Electronics,3935,816,1.5,309
14073,Four,Sports,9709,730,2.1,192
14074,Performance,Clothing,8266,527,4.4,148
14075,Wait,Sports,4456,137,1.9,346
14076,Apply,Sports,2986,541,2.6,389
14077,Well,Clothing,2359,731,4.2,396
14078,Gun,Toys,7272,260,4.6,286
14079,Until,Electronics,2689,647,2.9,180
14080,There,Books,4673,678,4.9,463
14081,Believe,Electronics,3629,597,5.0,62
14082,Participant,Toys,7655,68,1.9,380
14083,School,Clothing,6418,541,4.7,89
14084,Down,Sports,8521,930,1.5,349
14085,Our,Home,241,334,3.6,268
14086,Manager,Toys,9541,108,3.7,90
14087,Its,Clothing,6449,963,2.0,344
14088,Camera,Toys,1822,705,2.0,470
14089,Strategy,Electronics,2933,577,2.1,315
14090,Prove,Sports,1349,208,3.0,383
14091,Marriage,Books,2089,929,1.5,436
14092,Individual,Books,5653,459,1.3,425
14093,Identify,Home,1349,585,3.7,357
14094,Wall,Electronics,3068,551,3.3,395
14095,Air,Home,3580,655,4.1,135
14096,Message,Electronics,9498,799,2.9,492
14097,Reason,Home,5044,533,4.8,286
14098,Sense,Toys,8276,771,2.3,403
14099,Book,Toys,731,448,4.1,236
14100,Animal,Sports,6123,248,1.6,257
14101,Certainly,Clothing,6811,6,4.6,221
14102,Shake,Electronics,9665,308,1.1,137
14103,A,Books,4967,925,1.1,122
14104,Fact,Books,2776,693,4.1,420
14105,Bad,Home,2224,310,4.4,336
14106,Respond,Books,8676,783,1.7,252
14107,Reality,Home,8045,758,1.9,132
14108,Determine,Sports,7536,482,4.1,413
14109,Thus,Toys,4132,263,3.9,44
14110,Speak,Toys,4844,697,5.0,471
14111,Theory,Clothing,8397,499,4.1,315
14112,Safe,Electronics,1924,576,4.1,61
14113,Laugh,Clothing,9794,826,2.0,28
14114,Baby,Toys,747,73,3.9,471
14115,National,Sports,7590,274,1.3,7
14116,Health,Toys,372,608,4.1,51
14117,Member,Electronics,3852,634,2.5,29
14118,Myself,Clothing,1676,368,3.9,245
14119,Like,Books,129,94,1.3,75
14120,Gun,Electronics,4224,421,2.6,72
14121,Wait,Sports,5459,628,4.5,13
14122,Quickly,Electronics,1957,771,1.5,242
14123,Certainly,Books,1569,219,1.4,149
14124,Claim,Home,2449,958,3.0,95
14125,Those,Home,4831,638,1.1,59
14126,Soon,Toys,5160,263,1.1,272
14127,Direction,Toys,4951,582,2.4,289
14128,What,Toys,8921,454,3.1,30
14129,Recognize,Books,5786,368,2.2,400
14130,Certain,Books,225,893,3.9,134
14131,Item,Toys,589,387,5.0,412
14132,Course,Sports,6538,514,4.9,361
14133,Describe,Clothing,7244,430,2.1,441
14134,Central,Sports,2224,44,3.1,109
14135,Campaign,Books,6183,849,2.1,285
14136,Someone,Electronics,7912,37,2.7,43
14137,Especially,Electronics,3558,814,2.4,292
14138,Week,Home,5485,800,1.5,341
14139,Sport,Clothing,915,346,3.9,232
14140,Still,Clothing,6315,50,2.1,219
14141,Necessary,Sports,9125,348,3.1,427
14142,Type,Toys,240,971,1.7,446
14143,Manage,Sports,8824,689,4.9,445
14144,Trouble,Sports,6445,685,1.2,98
14145,Upon,Books,1068,872,3.9,123
14146,Tough,Sports,122,604,2.5,74
14147,Show,Sports,337,922,3.3,359
14148,Need,Clothing,4883,808,4.1,328
14149,Again,Books,659,243,2.2,185
14150,Serve,Books,61,965,2.3,246
14151,Paper,Sports,7395,591,2.3,55
14152,Dream,Clothing,5465,188,1.3,270
14153,Action,Toys,7833,867,4.4,40
14154,Matter,Sports,6412,35,1.6,160
14155,Executive,Electronics,3024,460,1.8,168
14156,Blue,Books,4819,757,2.8,55
14157,Crime,Sports,318,35,4.7,245
14158,Now,Home,8753,22,3.0,399
14159,Maintain,Toys,385,263,3.5,248
14160,Never,Books,9678,531,3.7,28
14161,Mr,Home,8584,954,2.1,141
14162,Ready,Clothing,8686,586,3.2,204
14163,Stop,Sports,2305,763,2.5,302
14164,Rather,Clothing,6476,771,4.0,413
14165,Process,Clothing,2937,675,1.0,207
14166,Dog,Clothing,9364,171,3.3,421
14167,In,Home,5257,452,3.1,237
14168,Building,Books,6399,91,1.9,170
14169,Republican,Sports,4183,595,3.6,281
14170,Concern,Books,7803,931,1.3,380
14171,Training,Books,2056,42,1.4,352
14172,In,Sports,4724,94,3.9,326
14173,Position,Books,2693,516,1.2,410
14174,Generation,Electronics,7132,648,1.7,218
14175,Chair,Sports,405,511,5.0,315
14176,Product,Electronics,8659,154,2.9,328
14177,General,Home,2123,989,5.0,418
14178,Age,Electronics,8997,83,2.1,231
14179,Story,Clothing,9905,559,3.9,474
14180,Science,Electronics,7481,245,3.4,76
14181,Enough,Electronics,7467,927,3.3,461
14182,Figure,Home,3140,496,3.5,286
14183,Forget,Clothing,3834,417,3.5,437
14184,Save,Books,7497,574,4.6,292
14185,Available,Sports,3110,28,2.7,185
14186,Institution,Clothing,601,723,2.1,6
14187,Wall,Electronics,2109,206,4.0,472
14188,Wife,Clothing,9013,442,4.2,42
14189,Push,Home,9590,80,1.9,84
14190,Worker,Home,4295,113,3.6,91
14191,Market,Books,8673,928,1.7,396
14192,Market,Electronics,5604,225,3.7,58
14193,According,Toys,9574,710,4.4,449
14194,Fine,Home,2625,794,2.1,78
14195,System,Books,6313,202,1.6,288
14196,Name,Clothing,5373,913,2.9,343
14197,Style,Books,9422,813,2.9,155
14198,Give,Books,4378,604,1.1,375
14199,Visit,Books,686,853,4.9,497
14200,Prove,Sports,3325,225,4.8,404
14201,Receive,Clothing,7849,889,1.4,68
14202,Keep,Books,114,583,3.8,175
14203,Whether,Home,4320,956,2.1,206
14204,Go,Electronics,5506,23,1.8,362
14205,Push,Electronics,9066,736,3.3,485
14206,Often,Clothing,7645,99,1.2,39
14207,But,Toys,1646,599,2.0,362
14208,Management,Books,9272,603,2.5,41
14209,Thank,Electronics,1493,718,1.2,297
14210,Half,Clothing,2843,780,5.0,384
14211,Food,Toys,8908,181,1.8,347
14212,Ok,Electronics,2021,524,1.1,111
14213,Minute,Toys,3772,293,2.4,125
14214,Wait,Toys,7762,290,2.5,319
14215,Focus,Sports,1386,228,3.2,328
14216,Concern,Home,7520,99,3.3,80
14217,Place,Toys,1839,508,4.8,333
14218,Change,Sports,1928,924,4.2,161
14219,Always,Electronics,4898,194,3.7,375
14220,Western,Home,4471,337,2.2,115
14221,End,Electronics,9596,409,2.3,262
14222,Certainly,Toys,7737,940,1.8,442
14223,President,Sports,8597,830,3.8,8
14224,Concern,Home,761,452,2.1,305
14225,Before,Electronics,1030,559,4.9,289
14226,Center,Sports,6416,136,3.5,315
14227,Prevent,Home,9885,937,4.0,284
14228,Tv,Toys,3755,228,4.6,152
14229,Fear,Sports,2118,130,2.1,41
14230,Cut,Sports,8295,970,4.4,374
14231,It,Toys,90,512,2.4,114
14232,Dinner,Toys,7245,387,4.1,368
14233,Test,Sports,6988,777,4.5,205
14234,Mention,Books,9587,700,4.2,260
14235,Recently,Electronics,1503,678,3.0,342
14236,Tree,Clothing,8463,198,3.0,41
14237,Feel,Electronics,9448,144,4.4,80
14238,Best,Sports,2535,412,2.2,246
14239,Strategy,Sports,5724,284,2.0,330
14240,Blood,Toys,8398,451,2.3,316
14241,Glass,Clothing,2435,696,4.8,223
14242,Figure,Sports,3082,173,3.0,262
14243,Build,Sports,1723,611,4.8,260
14244,Positive,Toys,406,122,4.1,4
14245,Event,Toys,6512,659,2.5,109
14246,Prevent,Books,7038,179,1.2,205
14247,Light,Electronics,3022,160,1.1,81
14248,Left,Clothing,4278,461,2.1,499
14249,Think,Toys,7249,751,2.8,135
14250,Miss,Home,8493,727,3.7,169
14251,Form,Clothing,5556,253,4.6,343
14252,Institution,Electronics,1651,313,4.5,215
14253,Yeah,Home,3654,511,3.7,258
14254,Free,Books,6290,979,2.1,265
14255,Leave,Toys,4564,435,2.9,371
14256,Left,Clothing,9548,572,3.3,280
14257,Laugh,Toys,13,8,3.5,488
14258,Coach,Home,2282,968,3.1,90
14259,Before,Sports,1765,851,1.5,315
14260,Find,Books,1388,457,3.4,87
14261,Value,Clothing,7463,622,2.6,226
14262,Few,Clothing,1853,317,4.3,173
14263,Within,Sports,4760,393,3.4,148
14264,Network,Books,9028,729,1.3,32
14265,Author,Clothing,5201,830,4.1,130
14266,Summer,Clothing,4950,695,2.3,384
14267,Those,Home,6335,253,3.3,196
14268,Money,Books,9518,117,3.7,63
14269,Offer,Electronics,6230,217,2.8,359
14270,Oil,Clothing,4406,165,2.9,498
14271,Scene,Home,7339,893,2.0,227
14272,Fine,Electronics,7644,287,1.1,150
14273,Picture,Toys,2508,255,3.9,208
14274,Enter,Clothing,4235,343,3.0,321
14275,Feel,Electronics,4502,808,3.4,439
14276,Student,Sports,8743,766,1.5,189
14277,Focus,Electronics,1062,175,1.3,16
14278,Environmental,Sports,3721,206,1.0,47
14279,Admit,Home,50,275,1.4,394
14280,Anyone,Sports,9953,642,3.3,305
14281,Account,Toys,6837,99,3.9,70
14282,Exactly,Clothing,7764,981,1.3,429
14283,Hot,Electronics,7995,659,3.7,107
14284,Discover,Electronics,2687,833,1.1,188
14285,Sell,Electronics,2078,26,2.7,132
14286,Course,Home,2673,31,4.5,479
14287,Drop,Toys,7000,806,2.9,387
14288,Him,Toys,7939,629,1.4,367
14289,Would,Home,9856,690,3.5,6
14290,Threat,Books,7140,402,2.6,431
14291,That,Clothing,1183,904,2.2,368
14292,Thank,Electronics,1675,904,4.6,361
14293,Act,Toys,2880,15,4.6,281
14294,Officer,Home,9594,51,3.9,73
14295,Either,Toys,4769,308,3.7,348
14296,Child,Toys,1309,725,3.7,370
14297,Vote,Toys,2641,765,4.0,11
14298,To,Clothing,9608,269,1.3,485
14299,Me,Home,2275,216,1.7,401
14300,Room,Home,7793,758,4.3,79
14301,Firm,Clothing,6155,580,4.4,497
14302,Page,Clothing,1930,721,4.7,40
14303,Agency,Home,9643,659,2.7,309
14304,Check,Books,9838,37,3.9,288
14305,Pattern,Electronics,8800,628,3.6,241
14306,Five,Sports,7439,89,4.4,277
14307,Everything,Toys,9430,370,4.1,268
14308,Continue,Home,3003,846,4.8,33
14309,Nature,Toys,5155,208,2.1,43
14310,Occur,Clothing,7939,971,3.0,134
14311,Head,Books,557,192,2.3,2
14312,Whose,Electronics,7319,746,1.5,199
14313,Point,Sports,4859,639,2.4,8
14314,Reveal,Clothing,4913,214,3.0,133
14315,Mention,Toys,4895,798,3.1,319
14316,Maybe,Home,4769,213,3.5,231
14317,Ground,Home,561,522,4.7,121
14318,Free,Home,8519,280,2.4,234
14319,Provide,Clothing,6136,914,2.5,156
14320,Network,Clothing,3513,272,2.6,488
14321,Sit,Home,4849,725,2.8,7
14322,Agree,Electronics,9213,267,1.1,6
14323,Pm,Clothing,6133,518,1.6,297
14324,Become,Clothing,3281,613,1.1,64
14325,Defense,Home,2257,490,1.1,467
14326,Race,Clothing,6637,671,2.4,322
14327,Evening,Sports,4733,511,1.2,413
14328,Hold,Books,5175,770,4.6,69
14329,Fight,Home,4339,442,1.5,384
14330,Then,Electronics,369,162,4.5,0
14331,Sea,Toys,2996,752,4.0,466
14332,Carry,Home,9209,910,2.5,276
14333,Final,Electronics,7870,595,4.9,229
14334,Expect,Toys,3579,788,4.0,148
14335,Different,Toys,6074,89,4.3,425
14336,Consider,Books,3718,971,4.3,31
14337,See,Books,620,783,1.1,290
14338,Discuss,Clothing,6501,250,4.5,66
14339,Cover,Clothing,1061,570,2.2,339
14340,Successful,Toys,2021,226,4.2,127
14341,Sit,Sports,2330,763,4.7,1
14342,College,Home,4478,818,3.3,275
14343,For,Electronics,6328,382,2.2,52
14344,Paper,Sports,6676,839,1.2,119
14345,Near,Electronics,6002,427,3.8,494
14346,Could,Electronics,8310,540,4.4,330
14347,Attack,Home,7606,541,4.8,386
14348,Let,Home,1823,935,1.6,138
14349,Positive,Clothing,92,234,2.4,356
14350,Expert,Electronics,6262,386,4.6,203
14351,Truth,Toys,9506,112,2.4,156
14352,Mouth,Books,6413,889,2.5,188
14353,Structure,Books,4924,138,4.6,131
14354,Eye,Sports,6748,767,1.9,65
14355,Gun,Electronics,4587,804,4.6,337
14356,Modern,Sports,9590,142,1.8,461
14357,Mission,Home,2632,189,1.4,300
14358,Box,Sports,6021,511,4.4,447
14359,Already,Clothing,2883,793,4.4,135
14360,Wear,Toys,6619,96,3.2,102
14361,Agency,Sports,7984,367,3.4,409
14362,Again,Home,5672,677,4.1,397
14363,Economy,Sports,2097,715,4.8,369
14364,Bank,Clothing,3922,525,1.1,436
14365,Call,Sports,6721,141,3.9,59
14366,Great,Clothing,6456,754,2.1,487
14367,Everybody,Sports,2519,209,4.9,119
14368,Tough,Home,7,180,2.8,70
14369,Pretty,Electronics,5583,658,2.6,107
14370,Tend,Sports,3139,826,3.7,131
14371,Police,Sports,3982,308,3.7,256
14372,Per,Books,2240,883,5.0,53
14373,Whether,Toys,380,533,2.9,50
14374,Sell,Sports,9285,213,2.7,252
14375,Way,Home,9001,772,2.7,292
14376,Apply,Books,1205,150,3.4,185
14377,Want,Toys,4298,36,2.3,277
14378,Include,Clothing,2228,728,2.8,486
14379,Involve,Toys,7048,182,2.4,205
14380,Significant,Clothing,3804,357,4.7,358
14381,Measure,Clothing,8637,272,1.0,490
14382,Source,Clothing,1434,904,3.1,143
14383,Far,Home,5216,730,1.8,419
14384,Option,Books,225,201,1.1,265
14385,Seek,Toys,9094,316,3.9,455
14386,Camera,Home,6884,781,3.7,154
14387,Identify,Electronics,154,127,3.6,109
14388,Back,Clothing,9943,687,4.2,289
14389,Low,Clothing,9445,452,4.2,80
14390,Perform,Clothing,1947,367,2.6,445
14391,Project,Electronics,4706,472,2.2,413
14392,Imagine,Clothing,8757,661,4.6,261
14393,Such,Electronics,7889,713,3.7,245
14394,Bring,Toys,380,156,2.3,62
14395,A,Clothing,4410,630,4.6,128
14396,Be,Electronics,4703,232,4.8,141
14397,Speech,Electronics,8302,587,1.4,110
14398,Party,Clothing,1114,420,1.1,239
14399,According,Toys,4146,436,1.7,3
14400,Tough,Toys,7435,735,3.8,91
14401,Stand,Sports,2070,63,1.5,355
14402,Owner,Electronics,7611,934,1.7,204
14403,Professor,Clothing,3497,354,2.5,138
14404,Place,Clothing,231,907,2.6,324
14405,Half,Electronics,6535,117,3.9,91
14406,Daughter,Books,5757,488,2.2,436
14407,Technology,Clothing,9473,237,2.0,246
14408,Figure,Sports,5471,330,4.8,43
14409,Arrive,Sports,6771,653,2.6,338
14410,Loss,Clothing,4916,321,3.2,14
14411,Certainly,Electronics,9981,779,1.5,388
14412,Start,Clothing,7406,673,2.4,495
14413,Issue,Clothing,8132,720,3.5,7
14414,Short,Home,9487,777,4.2,461
14415,Ten,Electronics,8161,234,2.0,151
14416,Beat,Toys,9176,231,1.1,376
14417,Interview,Electronics,2537,66,3.6,151
14418,Yourself,Toys,4834,496,1.5,452
14419,Table,Home,6415,21,5.0,149
14420,Key,Electronics,3659,416,1.7,165
14421,Want,Books,2828,997,4.9,276
14422,Fill,Toys,5165,870,4.2,313
14423,Project,Books,691,13,3.9,130
14424,Themselves,Home,9786,527,1.3,479
14425,Among,Clothing,4616,843,3.4,406
14426,Energy,Home,1610,819,2.2,399
14427,Tonight,Sports,4144,955,2.9,251
14428,Affect,Electronics,1930,8,3.4,337
14429,Account,Home,4674,739,1.8,489
14430,Party,Electronics,6433,896,1.2,79
14431,Third,Toys,7154,498,3.4,114
14432,Manage,Books,7487,78,2.2,377
14433,Politics,Electronics,5335,247,4.3,437
14434,Huge,Sports,7560,593,3.3,157
14435,Free,Electronics,3624,298,2.3,108
14436,Most,Toys,3553,170,4.2,68
14437,Establish,Electronics,3081,469,2.4,441
14438,Lawyer,Home,2053,163,2.3,146
14439,Church,Home,9802,875,3.1,172
14440,Manage,Toys,1866,454,3.6,61
14441,Allow,Clothing,6586,14,2.0,488
14442,There,Sports,9324,648,3.5,243
14443,Entire,Books,9439,458,1.5,24
14444,Speak,Clothing,9800,85,3.8,450
14445,Price,Clothing,263,626,3.3,228
14446,Share,Books,6140,631,3.3,272
14447,Director,Electronics,1330,694,3.1,242
14448,Suffer,Home,2251,859,2.9,271
14449,Season,Home,4081,430,2.1,435
14450,Which,Books,4331,105,3.2,177
14451,Treatment,Home,1267,52,3.6,53
14452,Doctor,Toys,9567,582,3.1,165
14453,Yes,Sports,1184,227,3.4,72
14454,Manage,Home,7720,378,1.2,31
14455,Player,Clothing,4851,229,2.9,447
14456,Two,Sports,4366,852,2.9,141
14457,Store,Home,5390,590,1.1,369
14458,Task,Toys,1199,536,4.7,26
14459,Investment,Books,7822,645,3.8,485
14460,Form,Toys,2368,593,2.1,464
14461,Of,Books,2412,552,2.1,488
14462,Thousand,Clothing,5163,943,3.4,31
14463,Among,Books,1092,391,4.8,401
14464,Address,Sports,1917,615,1.8,491
14465,Visit,Home,7054,104,3.0,470
14466,Western,Sports,5803,653,4.7,133
14467,Discover,Books,8273,788,2.0,391
14468,Attorney,Sports,2066,185,3.5,141
14469,Eye,Clothing,8788,559,3.6,296
14470,Instead,Sports,5159,137,2.5,433
14471,Instead,Sports,8883,881,1.8,86
14472,Town,Sports,9693,116,4.3,61
14473,People,Books,4570,583,4.5,416
14474,Modern,Sports,5311,300,4.2,321
14475,South,Toys,1310,470,3.4,307
14476,Carry,Clothing,9515,640,3.4,122
14477,Book,Sports,5664,778,1.0,231
14478,Political,Home,7771,358,1.1,240
14479,Compare,Electronics,2659,729,3.9,376
14480,Bar,Sports,2611,314,3.4,257
14481,Partner,Sports,90,138,1.1,365
14482,History,Sports,3946,703,1.6,274
14483,Prevent,Clothing,1212,46,4.4,292
14484,As,Sports,7334,870,2.5,449
14485,Just,Home,291,717,2.2,401
14486,Yeah,Books,3318,182,2.2,337
14487,Upon,Electronics,9753,405,4.9,484
14488,Themselves,Home,4916,552,4.8,276
14489,Feel,Toys,6730,281,2.0,253
14490,Keep,Sports,1485,911,3.9,184
14491,Hit,Clothing,4034,65,1.2,371
14492,Heavy,Home,9197,656,4.7,244
14493,Avoid,Clothing,9373,696,3.2,34
14494,Opportunity,Sports,3319,163,4.1,292
14495,Nice,Clothing,3768,322,2.0,484
14496,Debate,Sports,6870,271,2.8,395
14497,Computer,Toys,8545,313,4.0,477
14498,Medical,Clothing,1155,951,2.5,440
14499,Either,Books,5532,477,3.1,160
14500,Structure,Toys,6038,744,2.7,265
14501,Serve,Sports,5004,327,2.1,168
14502,Officer,Books,4216,71,4.4,42
14503,Price,Sports,8414,711,4.8,436
14504,Coach,Electronics,6670,277,1.1,424
14505,Just,Toys,4257,49,1.5,435
14506,Others,Books,9790,565,4.9,347
14507,Plan,Clothing,9498,661,3.4,51
14508,Offer,Clothing,4536,55,1.6,71
14509,Author,Sports,9177,221,3.8,320
14510,Everybody,Books,5462,485,2.3,161
14511,Very,Home,2496,3,1.2,85
14512,Card,Home,2644,925,2.2,287
14513,Western,Books,988,802,2.2,478
14514,That,Clothing,3799,758,3.4,316
14515,Home,Toys,2396,671,2.1,46
14516,Health,Sports,8778,789,1.6,7
14517,Theory,Clothing,5523,944,2.8,320
14518,Of,Clothing,2431,875,1.7,228
14519,Rest,Toys,9593,177,4.2,376
14520,Series,Books,418,316,1.0,278
14521,Certainly,Electronics,2121,993,3.6,63
14522,Republican,Home,451,534,3.6,346
14523,Cell,Electronics,8939,152,3.6,300
14524,Over,Sports,9927,391,2.1,266
14525,Rather,Clothing,394,42,3.2,16
14526,Opportunity,Home,4363,963,3.0,446
14527,Style,Toys,289,221,4.4,315
14528,Option,Home,1067,553,3.3,499
14529,Mr,Toys,7747,503,2.5,157
14530,Respond,Clothing,6587,874,3.2,81
14531,Pass,Books,4090,666,4.8,215
14532,Inside,Clothing,7393,706,3.3,14
14533,Tonight,Clothing,6020,485,1.9,323
14534,Read,Books,1114,204,2.0,268
14535,Ball,Sports,9246,110,3.4,35
14536,Car,Books,53,105,4.1,179
14537,Boy,Electronics,4904,715,1.1,244
14538,Live,Electronics,4228,684,3.7,460
14539,Congress,Home,3847,419,1.9,263
14540,Fine,Clothing,6544,310,1.1,65
14541,National,Books,8541,705,1.3,488
14542,Oil,Home,269,465,4.3,111
14543,Quickly,Books,2323,823,3.1,299
14544,New,Home,115,573,1.8,256
14545,Improve,Electronics,7510,630,4.5,365
14546,Live,Sports,2824,684,3.0,238
14547,Possible,Clothing,8019,404,2.6,247
14548,Dream,Clothing,1414,974,2.9,97
14549,Size,Clothing,7323,838,4.8,470
14550,Method,Sports,3229,673,4.5,234
14551,Notice,Books,4004,259,3.4,238
14552,Where,Electronics,2386,891,4.7,196
14553,Water,Home,5007,271,2.8,266
14554,Best,Electronics,7975,496,1.2,270
14555,Happy,Electronics,8331,894,4.6,45
14556,Pull,Electronics,7345,105,3.4,331
14557,Truth,Electronics,3599,850,4.9,138
14558,Story,Home,8898,614,3.4,496
14559,Five,Sports,9284,177,1.3,182
14560,Message,Sports,6011,934,4.7,271
14561,Special,Books,4224,252,2.6,217
14562,Building,Home,6441,997,4.1,178
14563,Perhaps,Electronics,5250,999,4.3,149
14564,Cup,Electronics,1917,537,4.4,48
14565,Public,Sports,9643,674,1.6,415
14566,Road,Electronics,1665,316,2.0,371
14567,Sell,Sports,1935,366,2.4,302
14568,Price,Toys,3251,128,3.0,21
14569,Discover,Sports,8534,204,3.5,440
14570,Nice,Clothing,7965,756,3.3,397
14571,Parent,Books,4463,471,3.2,254
14572,Which,Toys,9587,976,3.3,291
14573,Cup,Sports,4055,845,1.8,451
14574,Point,Sports,1826,517,4.3,430
14575,Congress,Clothing,8976,60,4.6,254
14576,Dream,Home,5351,617,2.7,365
14577,What,Clothing,5120,732,2.4,245
14578,Want,Sports,4983,749,4.6,45
14579,Mind,Toys,4052,852,4.5,265
14580,Husband,Clothing,5691,7,1.5,389
14581,Education,Toys,6832,378,3.3,463
14582,Cut,Sports,6700,622,1.1,482
14583,Serve,Toys,9867,391,1.9,247
14584,Short,Clothing,2355,988,2.0,201
14585,Especially,Toys,3485,773,4.0,213
14586,Here,Clothing,7443,920,4.3,85
14587,Board,Home,4919,516,4.2,74
14588,Program,Books,5994,576,1.2,252
14589,Seven,Electronics,3659,887,4.7,387
14590,Worry,Clothing,3030,401,3.2,71
14591,Industry,Toys,2328,676,3.5,303
14592,Population,Home,3275,285,4.3,360
14593,And,Sports,6157,968,1.0,351
14594,Which,Sports,6876,885,4.3,5
14595,Star,Sports,5688,298,4.7,151
14596,Important,Electronics,9952,760,4.5,326
14597,Choice,Sports,8072,958,2.4,357
14598,Act,Sports,5937,293,4.1,86
14599,Rate,Sports,9260,251,2.7,485
14600,Something,Home,3815,104,5.0,304
14601,Risk,Toys,4156,525,3.8,349
14602,Above,Clothing,7972,2,2.2,30
14603,Rather,Sports,3819,879,2.2,238
14604,Affect,Toys,3272,527,3.7,431
14605,Keep,Books,4048,701,2.4,61
14606,Knowledge,Clothing,3318,697,4.7,357
14607,Relationship,Clothing,904,311,3.0,163
14608,First,Toys,4600,310,3.8,93
14609,Light,Books,4377,186,4.0,14
14610,Born,Books,6541,610,4.4,476
14611,Body,Books,317,652,2.5,398
14612,Nor,Electronics,2145,35,4.3,118
14613,Source,Clothing,6929,981,3.7,275
14614,Start,Books,9263,208,4.1,47
14615,Scene,Books,1370,494,4.0,389
14616,Land,Home,7525,404,4.3,241
14617,Can,Sports,150,277,2.9,82
14618,Skin,Home,4779,294,2.4,92
14619,City,Books,5734,282,4.4,433
14620,Team,Books,6351,62,2.8,155
14621,Resource,Books,5157,68,2.7,339
14622,Arm,Books,779,278,1.6,87
14623,Effect,Books,5686,771,1.8,439
14624,Money,Sports,1168,637,2.1,285
14625,Able,Sports,4665,278,1.4,212
14626,Article,Books,170,907,4.5,55
14627,Price,Sports,5575,737,2.5,186
14628,Wind,Clothing,9365,182,4.3,304
14629,Somebody,Toys,3234,575,3.7,85
14630,Mean,Toys,3643,123,3.1,276
14631,Certain,Clothing,5273,412,1.5,81
14632,Economy,Electronics,885,966,2.9,218
14633,Week,Toys,5868,692,2.2,491
14634,Travel,Sports,3861,381,2.3,407
14635,Husband,Toys,3646,52,2.6,160
14636,Note,Books,3510,891,3.5,303
14637,Different,Sports,3324,871,3.2,282
14638,Leader,Clothing,5473,361,1.6,309
14639,Impact,Clothing,9914,865,2.9,384
14640,Successful,Toys,4695,212,2.8,181
14641,Billion,Sports,9607,389,3.7,200
14642,Again,Electronics,7165,885,4.0,206
14643,Gas,Books,7659,810,4.3,310
14644,Girl,Toys,4077,654,1.8,58
14645,One,Electronics,6162,263,2.8,99
14646,Build,Home,2980,799,4.8,186
14647,Personal,Electronics,8409,350,1.1,322
14648,Finish,Sports,4927,918,3.9,456
14649,White,Books,2928,44,2.7,46
14650,Since,Clothing,1794,222,4.2,214
14651,Side,Clothing,8242,119,2.2,12
14652,Speech,Clothing,7760,750,1.7,445
14653,Hand,Sports,5377,87,4.3,495
14654,Prove,Electronics,6012,474,3.1,169
14655,By,Toys,1268,811,1.4,467
